record_set,record_id,name,MW,LogP,leverage,leverage_threshold,in_leverage_domain,in_simple_MW_LogP_range
experimental_training_214,156,Nc1ccc(NCCO)c([N+](=O)[O-])c1,197.194,0.5811999999999999,0.02752984553986761,0.16822429906542055,True,True
experimental_training_214,157,Nc1ccc(O)c([N+](=O)[O-])c1,154.125,0.8825999999999998,0.03659039898190413,0.16822429906542055,True,True
experimental_training_214,158,Nc1ccc(O)cc1,109.128,0.9744,0.021874129041016092,0.16822429906542055,True,True
experimental_training_214,159,Nc1ccc(O)cc1[N+](=O)[O-],154.125,0.8825999999999998,0.03659039898190413,0.16822429906542055,True,True
experimental_training_214,160,Nc1ccc([N+](=O)[O-])cc1N,153.141,0.7592000000000001,0.04237278309992391,0.16822429906542055,True,True
experimental_training_214,161,Nc1ccccc1N,108.144,0.851,0.02283560341581437,0.16822429906542055,True,True
experimental_training_214,162,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,243.219,-2.563,0.047507975584074325,0.16822429906542055,True,True
experimental_training_214,163,Nc1nc(=O)c2ncn(COCCO)c2[nH]1,225.20799999999997,-1.3318000000000003,0.05401067139599423,0.16822429906542055,True,True
experimental_training_214,164,O,18.015,-0.8247,0.0824291739940153,0.16822429906542055,True,True
experimental_training_214,165,O=C(O)C(Br)Br,217.844,1.1869,0.058263176983404226,0.16822429906542055,True,True
experimental_training_214,166,O=C(O)C(Cl)(Cl)Cl,163.387,1.4412,0.033326498919102394,0.16822429906542055,True,True
experimental_training_214,167,O=C(O)C(Cl)Br,173.393,1.0308,0.02824274031640834,0.16822429906542055,True,True
experimental_training_214,168,O=C(O)C(Cl)Cl,128.942,0.8747,0.02020702925664108,0.16822429906542055,True,True
experimental_training_214,169,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,414.064,4.4451,0.498384040768254,0.16822429906542055,False,True
experimental_training_214,170,O=C(O)C=Cc1ccccc1,148.161,1.7844,0.022493835695343162,0.16822429906542055,True,True
experimental_training_214,171,O=C(O)CBr,138.948,0.4659,0.028188174999763532,0.16822429906542055,True,True
experimental_training_214,172,O=C(O)CCCCl,122.55100000000002,1.09,0.022712063539225006,0.16822429906542055,True,True
